"","relative_coverage","vaccine_efficacy","total_infections","age0","age1","age5","age10","age15","age20","age25","age30","age35","age40","age45","age50","age55","age60","age65","age70","age75","infection_per_million"
"1847",46,28,130541219.002581,1544012.07457497,5904912.83604666,10502092.864042,12498708.2173693,13207931.8372224,10525038.5947468,10068555.3237795,9838393.80055983,9400902.12935005,8855583.18945805,8693617.70724465,7867043.1138033,6852142.26177212,5714149.96887702,3613538.10052711,1986797.50982064,3467799.47338636,130.541219002581
"1848",47,28,132041772.505068,1558840.54132377,5954733.3921501,10656710.2631535,12647235.3368821,13370502.9054996,10706026.6616748,10173970.6763432,9936657.51976046,9494602.75301722,8945444.8146539,8787854.38152576,7958733.09975775,6932527.05055016,5780307.68905695,3642188.08820549,2001673.30934845,3493764.02216523,132.041772505068
"1849",48,28,132272817.513352,1563536.98857551,5962891.13972053,10650528.839231,12652341.5761016,13383021.0061277,10705755.4231346,10158526.5617359,9921374.86049984,9479350.34118663,8931873.33066369,8775074.58546155,8065869.70000536,7033306.23191101,5862397.61440962,3637462.51122098,1999513.15764888,3489993.64571802,132.272817513352
"1850",49,28,132281848.222074,1561085.24085095,5945453.7915902,10735826.8369863,12750364.0307068,13481637.9915402,10781137.7761488,10116781.2477342,9881354.56072355,9445866.91901842,8902991.19555243,8740340.13082422,7885433.97972037,6858642.57118086,5720746.59918606,3772164.01247636,2076920.02959188,3625101.30824243,132.281848222074
"1851",50,28,129795737.503362,1529033.69751723,5817390.66349659,10516160.9530601,12525384.0785924,13250953.0889876,10565946.1603434,9954531.4739162,9722899.73566287,9293780.71392263,8759635.65557423,8599710.24740737,7779060.21693093,6765067.07623414,5638857.86332892,3617521.35177225,1988694.31959281,3471110.207022,129.795737503362
"1852",51,28,127197100.130237,1495983.47184855,5680632.07052588,10314004.4693255,12331213.7342197,13071688.5452611,10370536.9415708,9741335.55557208,9516370.1349758,9097890.93682507,8576375.81352316,8413657.59931352,7613423.95386034,6612860.66148053,5508896.18525898,3530858.37624886,1938271.16324543,3383100.51718187,127.197100130237
"1853",52,28,126053418.871089,1494975.2385189,5669050.13239962,10231008.9617789,12247105.7611808,12993377.4449339,10289549.3923625,9662844.22176176,9442695.06091891,9026653.25187468,8507803.71832859,8339611.00673536,7525899.23134815,6528501.82764423,5435149.23613673,3454562.11133407,1895749.68432798,3308882.58950423,126.053418871089
"1854",53,28,127620744.683811,1499485.88171832,5680398.27318622,10335893.6334327,12342045.9635047,13092302.6333061,10419876.0210852,9809852.53135489,9581416.68578055,9158489.78803025,8632064.9895586,8470400.11012466,7629591.69813981,6626914.65365789,5520085.06364091,3518943.67853496,1931573.24896655,3371409.82978818,127.620744683811
"1855",54,28,128722092.170392,1517129.94787677,5744827.9477979,10368747.3945539,12365573.6121179,13115997.7237096,10465429.281308,9920946.60289965,9690622.50658986,9261656.16418232,8726895.25776814,8565268.07235103,7686222.20222115,6681064.12243621,5569980.58399307,3604604.1118382,1980434.06404637,3456692.57470175,128.722092170392
"1856",55,28,129912484.177834,1535371.35712212,5802367.0975814,10446137.8459824,12448511.3185769,13221281.1263411,10568032.8988356,9976680.47539248,9742437.59261122,9310914.20315707,8774713.13377028,8616920.27443878,7806027.00859245,6793214.80520713,5664477.81489665,3668261.15640296,2016861.77085832,3520274.29806751,129.912484177834
"1857",56,28,126984518.169651,1493699.98039214,5644933.23279573,10299419.9278268,12323084.9072787,13063546.259876,10376699.2786821,9772766.2134238,9545499.86688039,9125045.35589539,8601204.7974717,8438671.17505613,7555924.94722001,6556843.51300243,5460188.64710193,3480467.05458015,1911008.08077635,3335514.93139149,126.984518169651
"1858",57,28,125318384.788338,1467829.11430627,5531592.56972148,10121950.5660882,12130106.1690019,12894104.3456774,10239556.6977309,9659819.376057,9434545.21114416,9018078.84058134,8500014.29834276,8338572.15847041,7506206.42340899,6512036.64986373,5420499.38517607,3409430.05849146,1870038.02768589,3264004.89658955,125.318384788338
"1859",58,28,127543793.694809,1498593.57355345,5644909.64349648,10151090.7330071,12140950.9459688,12907181.0805819,10297295.6714425,9887397.54413486,9655906.55982749,9225306.79637487,8690818.68428601,8536306.45984772,7738088.81377299,6736776.8740532,5614993.35445657,3517805.99533416,1930621.80542931,3369749.15924158,127.543793694809
"1860",59,28,121114668.711313,1413750.2633808,5309458.3983119,9761851.88725845,11779086.2910779,12545758.6600517,9875594.69796537,9257451.43179416,9044992.84905119,8648264.00332021,8154873.71455593,7991396.44684296,7350283.24413746,6378320.57594814,5305654.93061213,3312356.55016443,1815959.5822797,3169615.1845603,121.114668711313
"1861",60,28,124014805.67528,1460104.06274574,5481724.2764572,10053849.7491792,12064160.6565366,12847999.5308823,10194951.7020788,9547475.67960951,9323483.85982936,8911657.57470207,8401151.57464524,8239909.36348226,7447556.29944025,6455042.81707878,5366003.95134944,3284384.25704555,1797665.69326243,3137684.62695523,124.01480567528
"1862",61,28,121545821.916558,1428934.16343247,5348424.24173022,9827722.98888873,11838935.490206,12636228.9120163,9982384.5031402,9402931.66727009,9186158.94611215,8782297.98824942,8277441.9736881,8109263.36516944,7148151.23396331,6179778.28432845,5140031.02508085,3299423.95229878,1805811.20248108,3151901.97850269,121.545821916558
"1863",62,28,119527618.440991,1401806.47216864,5246632.25466562,9696861.62213839,11699543.4736223,12479170.4589993,9831995.23172532,9200139.32796137,8988569.44096089,8594833.76494918,8103170.22754706,7935729.22951351,7070618.82536534,6111214.05297728,5080381.51053134,3229239.3913621,1769386.9216259,3088326.2348775,119.527618440991
"1864",63,28,121767951.752827,1430658.87089432,5351972.77094047,9748890.05543397,11737030.4336205,12513771.3771426,9909483.08190224,9440390.82999904,9223174.87446661,8814932.66208702,8305461.78269318,8142039.6212989,7278648.02670479,6308619.39109343,5251119.71951332,3321803.10164839,1817555.10618794,3172400.04720019,121.767951752827
"1865",64,28,119446369.748902,1395481.12198153,5209071.81754077,9667059.71259757,11687018.7991154,12474044.5338072,9818548.30858977,9181127.47205193,8967048.09978592,8575562.51953244,8087683.97871643,7926524.9223685,7080708.71929817,6126298.67619209,5095311.78669565,3255600.42442356,1784526.92511844,3114751.93108693,119.446369748902
"1866",65,28,120017373.635,1407028.78711344,5254398.84841287,9697740.20271078,11702993.338704,12477211.0306204,9844062.44990715,9246813.63330787,9032912.32755112,8636098.37117565,8141857.86097144,7978387.86175285,7170847.77485752,6209791.96205671,5164046.770916,3218282.2919562,1761077.44025995,3073822.68272555,120.017373635
"1867",66,28,122076832.885401,1435535.67255604,5351539.77116923,9790469.92750003,11772768.5775399,12558637.4881752,9978686.04869443,9472943.38116362,9250675.60205049,8840414.79923254,8330624.96288582,8172116.03429369,7307476.6014158,6334858.46807365,5270619.60225341,3280079.18890164,1795493.50968767,3133893.24980752,122.076832885401
"1868",67,28,119661469.886349,1403791.2691604,5225521.77823476,9593895.09626753,11592538.4333174,12386166.554188,9774006.32820217,9222682.07174776,9008414.01524391,8611786.98918517,8118556.26665848,7958188.14889369,7186941.5025864,6226570.93144099,5179017.16161958,3263957.45230368,1788226.54974472,3121209.33755392,119.661469886349
"1869",68,28,122846911.234321,1447182.46202343,5374347.32940871,9809724.61903868,11799260.7244881,12619140.8708793,10043420.0888929,9497720.1742542,9273305.87305285,8860998.71413504,8350820.30122633,8193320.29564207,7443878.07900839,6459406.47905774,5373233.85490917,3317354.81665635,1815311.88034229,3168484.6713051,122.846911234321
"1870",69,28,118975780.538856,1406117.8136292,5221479.55349361,9644105.36680677,11653923.1384288,12431990.8647956,9805685.48965113,9133167.79819225,8921908.00860686,8532202.821886,8045973.23540765,7880666.84333892,7022990.66221408,6070669.8266881,5048236.8160621,3257121.95827576,1784622.16918925,3114918.17218999,118.975780538856
"1871",70,28,117961333.470545,1381382.38273051,5119635.30448108,9501345.33881954,11500908.8780296,12305324.4803676,9702421.22875516,9113052.62581474,8901435.44064529,8510833.03043429,8023633.80865622,7859262.42969987,6987685.73941515,6034761.80739087,5016234.45107668,3199075.30164977,1749946.58327449,3054394.63930447,117.961333470545
"1872",71,28,118698132.201677,1391367.14132755,5146709.29224715,9503415.36547719,11500194.4447764,12335466.7903029,9745064.29818332,9154400.20084165,8939537.45195294,8545880.4425095,8056934.97454432,7896316.01609108,7111767.87003834,6159659.22682456,5122888.46718423,3230327.09139212,1769565.39017027,3088637.73781332,118.698132201677
"1873",72,28,113730820.899326,1337733.37927006,4940925.84023557,9183970.14473385,11189323.7746693,11987030.8758145,9374845.41626677,8781145.49630906,8578503.3092233,8203781.98991606,7736737.35542566,7573398.45441441,6725918.96887627,5797162.53348453,4811605.81649225,3002902.76221531,1641217.78559665,2864616.996382,113.730820899326
"1874",73,28,117401321.593747,1375399.81090259,5081786.53792059,9440771.19375771,11446263.2633079,12254914.5585239,9655490.42583103,9078964.5967871,8865714.88780428,8476285.41682551,7992321.16888848,7832659.64997725,6994432.97791297,6044875.00480656,5022636.07339244,3134102.68391824,1713654.21113255,2991049.13205835,117.401321593747
"1875",74,28,115800391.967644,1357621.70723729,5001613.6025615,9249018.28557999,11227290.6630823,12047139.8685303,9493100.01549997,9034537.08563946,8824914.97828556,8434355.09316374,7947651.25205299,7784469.43341248,6881346.20340373,5939971.71934441,4933793.0943043,3060537.17950396,1669336.23228494,2913695.55375698,115.800391967644
"1876",75,28,115706902.776631,1354651.05745652,4981468.62539733,9257957.80341117,11243132.0641548,12081878.744589,9520563.58852328,8914323.92143245,8705179.28175734,8322952.25818755,7848261.13585073,7688073.76533768,6932818.07902871,5995941.89577919,4983105.60913438,3146252.66140211,1722993.0090878,3007349.2761005,115.706902776631
"1877",76,28,115384454.519414,1353944.31823549,4977333.12625449,9225478.3245038,11184478.388772,11993845.6496657,9479385.61975231,8936029.75051074,8726719.99866527,8342570.10754652,7864206.0631773,7705598.75105603,6857341.45642777,5930232.91389609,4931708.12466528,3147437.55002626,1722192.43676238,3005951.93949647,115.384454519414
"1878",77,28,114702794.5725,1348055.29549549,4952858.74778517,9267107.74933766,11266825.4704486,12070990.2530356,9489589.11636512,8831142.94014541,8625524.71135648,8248996.26854033,7779693.09817396,7615355.19812924,6772350.35952277,5841390.01434449,4851992.18487458,3093421.4161628,1692818.94683216,2954682.80195039,114.7027945725
"1879",78,28,114662169.773531,1343889.85983114,4930379.55020726,9197576.4367776,11196213.9392175,12029174.9777215,9452706.55573018,8771611.48575465,8565807.862335,8191380.5900557,7727345.56224226,7567626.65041512,6921815.13436932,5987712.17249854,4973843.08278234,3119025.43574709,1706863.68316211,2979196.7946836,114.662169773531
"1880",79,28,115031666.921181,1351271.91946333,4949969.39683927,9208814.42449696,11202925.3609657,12024352.3221993,9468484.41791356,8852281.40530822,8643961.67468952,8264756.14167548,7794389.74886633,7636151.97267287,6907231.09636045,5974466.31337301,4964745.0661342,3112172.45341291,1703087.48016753,2972605.72664263,115.031666921181
"1881",80,28,114835383.365344,1353833.17171512,4952750.77554198,9115202.51737567,11075514.136106,11910786.6710402,9410491.89177899,8989693.09023218,8779450.05260229,8390539.51075593,7905635.08465125,7746050.26043779,6776540.36139153,5850102.39697338,4863280.32983476,3088063.81125538,1685514.98968727,2941934.31396405,114.835383365344
"1882",81,28,111392965.661715,1302366.25307072,4752445.23674276,8985927.50907214,10974601.0704486,11811409.1476423,9254056.67449034,8576466.86735967,8374899.47898357,8009693.48012782,7556026.41944774,7394398.39891467,6610357.74719753,5694576.63504936,4724497.91814828,2947667.59286648,1611255.3434728,2812319.88868001,111.392965661715
"1883",82,28,111791281.925845,1301741.84338435,4745003.81142937,8870511.49144171,10814049.6276999,11650347.5389096,9180093.30108398,8715202.67442766,8509699.0875973,8134278.25816342,7667021.94829346,7511641.72810483,6652393.05320458,5743527.22504042,4772513.0670986,3010906.39343452,1643591.22559628,2868759.65093505,111.791281925845
"1884",83,28,110366752.401808,1289051.742268,4689265.56408379,8891122.50672794,10881344.0779315,11724243.9996765,9174355.12982663,8534380.03770498,8333456.75033559,7969747.74785538,7517462.45270268,7356245.07180825,6520804.8249051,5611933.23558946,4654000.55755898,2891001.43436827,1576565.60859066,2751771.65987458,110.366752401808
"1885",84,28,109016305.867518,1277757.73982399,4646916.58094272,8721549.49745928,10671281.3384627,11491170.5937918,9001026.40887699,8415429.27916222,8219205.59112426,7860182.86292875,7413197.03170349,7254405.60150369,6477100.15289492,5585240.57136628,4637546.80083921,2937011.25073307,1605321.5868978,2801962.97900632,109.016305867518
"1886",85,28,112006641.535804,1308524.31673401,4751499.84035535,8865497.7502746,10812656.1664857,11665338.324507,9198320.54892658,8700712.6892676,8495225.53562467,8120874.45745112,7655505.30050017,7498937.37675135,6686720.36994856,5777278.30603219,4802237.52989193,3065166.05305527,1676298.79887057,2925848.17112728,112.006641535804
"1887",86,28,107595443.290194,1256755.92803918,4550733.87744278,8620065.56713003,10573637.0190817,11431816.5506603,8936916.41420545,8281276.39603395,8084301.5761593,7732361.50803153,7296091.08819828,7141677.38779386,6402658.48580626,5521032.38452511,4582069.36536674,2872237.29556351,1570546.56237546,2741265.88378069,107.595443290194
"1888",87,28,110990035.930222,1298182.25060291,4698527.3949154,8842539.59722632,10813542.5574111,11688650.1159754,9192688.50367993,8669487.84332748,8463151.04131939,8090003.55133206,7626875.59590315,7468494.87459898,6576742.11330851,5665703.03855756,4700649.23312599,2884104.37864539,1570139.1183339,2740554.72195896,110.990035930222
"1889",88,28,106584025.706366,1248598.01606588,4506019.40521542,8491001.2779025,10443585.314515,11308836.1060742,8827891.03282547,8263188.65496781,8068172.46600072,7715601.14106471,7277472.57413173,7121336.04440244,6301294.92308418,5419866.02026922,4496183.92041837,2839996.09806038,1549846.74523436,2705135.96613361,106.584025706366
"1890",89,28,109163452.115742,1275173.61268842,4594540.45050774,8645199.84412395,10590518.852219,11478306.5630044,9022997.35990922,8536515.75934203,8332960.28744805,7965316.33392649,7508635.30075938,7352764.67063328,6464553.06510579,5568135.17672687,4621763.46148352,2886522.97552113,1573364.32809389,2746184.07424882,109.163452115742
"1891",90,28,106749562.658535,1251209.29851899,4507011.26650624,8432546.54465697,10342837.299322,11197836.7829371,8792088.69843446,8392295.56901947,8195359.78695381,7833640.29642629,7382204.96239512,7225266.13763021,6269770.78021497,5392303.22716568,4475643.68188374,2831745.74257448,1539946.58169042,2687856.00220463,106.749562658535
"1892",91,28,103795544.285841,1206668.21142834,4337653.61018387,8271739.98920812,10214926.0484164,11066909.1621041,8606803.48775698,8069145.49960907,7880031.84359817,7536866.42319063,7109096.12177026,6951346.68977777,6107730.01004998,5244409.29435404,4347215.62205389,2742332.76027637,1494367.77132163,2608301.74074182,103.795544285841
"1893",92,28,110131715.14853,1286654.72767059,4617382.30734208,8635197.02592672,10574878.3416422,11487834.6637477,9064220.10095272,8609464.81186613,8401861.32648626,8029488.85236031,7568877.82554795,7417867.32062524,6617039.32776833,5716530.07403483,4748699.09813195,2946829.02901459,1605906.46946536,2802983.84594709,110.13171514853
"1894",93,28,104088784.362352,1215215.54415076,4354479.30569771,8265522.27059956,10183851.1498126,11052410.5793075,8640284.19377229,8121984.55024771,7929010.29122405,7581158.390724,7149131.52901663,6995014.53632906,6146813.25768558,5282450.3557377,4379110.93565399,2721897.20281674,1482632.14682159,2587818.12275461,104.088784362352
"1895",94,28,103374360.385052,1206868.68251371,4322494.02392633,8198985.0105053,10126981.3878949,10961697.1071325,8546467.79078642,8084852.63290262,7895067.79578241,7548878.93500339,7118120.00960436,6962752.04444718,6113817.87653972,5252722.81941151,4353579.63302108,2679175.69784685,1457662.82329379,2544236.11443963,103.374360385052
"1896",95,28,104809626.665934,1221986.35308372,4367785.11198989,8369573.04640073,10323514.2278818,11203039.7663391,8746522.06410939,8104639.90418264,7912056.77597173,7567848.98361905,7140240.70787994,6981665.1247953,6189576.09805241,5321976.69972991,4412950.22264096,2781267.23738259,1517065.49439019,2647918.84748499,104.809626665934
"1897",96,28,104188422.902067,1215402.74423043,4346563.79998125,8322572.7169764,10279325.4495861,11132381.7012411,8669825.17843716,8075106.10114586,7884649.07768085,7542194.66347025,7115726.13454767,6957522.97693937,6125768.37520719,5261163.40279489,4361475.04360995,2763322.07307187,1506298.15953492,2629125.30361222,104.188422902067
"1898",97,28,102727945.257264,1202113.96618269,4289679.61593432,8100273.25343847,10003913.534737,10873702.5407447,8493071.08497557,8024101.38691696,7834665.4443501,7490510.23626686,7062523.50872308,6908605.7024414,6082731.70733634,5231035.28432657,4339694.69905768,2720792.79447674,1482661.3692061,2587869.12814943,102.727945257264
"1899",98,28,100797621.627218,1173494.14856638,4180186.01618221,7986023.93678847,9869715.34590163,10724006.8605426,8370492.10707654,7902832.82148351,7715203.20977074,7377523.19205916,6956763.59233578,6804241.74952853,5892793.03391181,5056330.12021045,4192257.84035508,2644843.63701578,1439091.93656805,2511822.07892134,100.797621627218
"1900",99,28,101356994.178204,1179559.31180517,4186547.04273724,8065983.82772363,9986508.19882397,10888482.6891901,8480945.91156853,7881816.09414882,7693160.72846163,7358590.67427197,6942623.45674643,6787125.38808144,5927739.60940914,5083593.27790673,4212994.70677162,2677424.70126138,1458391.1708897,2545507.38840691,101.356994178204
"1901",0,29,153856456.703711,1834582.27958739,7373590.85190879,12575927.395566,14512226.5273383,15079300.2795319,12277956.4012578,11648721.4752126,11377005.0199867,10866735.0115188,10235072.2432679,10087855.3603525,9437549.08917712,8309545.09649142,6959164.07563236,4473810.58643397,2479551.62689402,4327863.38355307,153.856456703711
"1902",1,29,153065163.978245,1828840.34803868,7343007.08568956,12557159.1271443,14486059.0836966,15054420.9364105,12270470.1725496,11672041.7658684,11399612.4220822,10888068.5346974,10252850.8569342,10103286.720257,9227974.25413654,8099838.12603071,6780693.77502916,4406660.97607571,2438306.5235812,4255873.27002314,153.065163978245
"1903",2,29,154458297.802597,1850814.61730221,7423669.62565413,12571171.8878712,14481305.2947725,15056511.4945153,12320403.5075401,11776056.3895284,11498827.4209301,10979800.4692014,10338064.805685,10195845.851718,9454572.82432355,8328269.14354146,6975889.05018846,4446690.86451277,2462428.41087631,4297976.14443613,154.458297802597
"1904",3,29,151472236.93898,1807225.51158715,7241147.62959978,12413559.4149473,14361970.1213588,14936028.0569881,12128689.4632073,11476356.8586974,11209309.8600577,10707965.0032344,10086527.4365758,9937151.31332644,9233943.8273944,8118543.36756108,6795460.37011457,4373722.29309599,2420260.70725894,4224375.70397447,151.47223693898
"1905",4,29,154106590.654082,1842489.16623994,7375567.27310249,12548761.8884864,14469112.1206411,15050088.0358179,12304558.0440327,11687844.1150093,11412010.5437269,10898493.4517086,10264170.8158938,10122625.9010571,9482418.01755147,8359636.84379189,7003498.91874029,4476395.37167019,2480099.86178379,4328820.28482825,154.106590654082
"1906",5,29,149588911.333663,1765862.9048679,7060599.13597584,12176897.4200613,14127166.3921377,14705400.159016,11914493.2323332,11344684.1368925,11081950.6203833,10587740.782444,9973276.77436308,9824082.71443088,9122488.91880261,8018593.17439675,6716721.72571137,4428632.51632328,2455113.02209824,4285207.70342498,149.588911333663
"1907",6,29,152826344.570635,1812718.53265525,7240674.19837841,12374955.8101637,14296204.9542604,14886956.431116,12157152.686824,11667172.5623982,11391153.6620194,10878089.1424313,10243440.7572427,10103943.095667,9387912.47361061,8274065.27116882,6933244.83057426,4434537.02506313,2456498.02281719,4287625.11424439,152.826344570635
"1908",7,29,150601799.605798,1798346.52054067,7175262.33431285,12418404.1722517,14370826.0418974,14964574.8585474,12169699.7460355,11440398.0302471,11171868.7219641,10671187.7795738,10052367.4088754,9899639.38581895,9168448.52753241,8047229.05626912,6726487.15367228,4182256.74226491,2311048.61608182,4033754.50991291,150.601799605798
"1909",8,29,150479918.595397,1785360.05256356,7115048.51934403,12207107.3394809,14142434.7361399,14742365.5003015,11997347.8575247,11533448.7137921,11263888.6699023,10756653.6364308,10127548.8148026,9980308.23479512,9169059.94630301,8054434.93199227,6741863.55049616,4314967.1663421,2385091.07444971,4162989.85073657,150.479918595397
"1910",9,29,150304042.552563,1793262.66786936,7140556.38356548,12266695.2807987,14212843.651758,14810040.7665497,12041704.098823,11410545.808646,11143907.1098615,10644842.834792,10026680.7953557,9877636.007972,9172263.34521792,8062094.21299643,6747505.63798968,4345975.29535292,2406729.90751485,4200758.7474999,150.304042552563
"1911",10,29,150595131.024977,1789524.32075331,7117362.68521466,12266793.6053931,14211263.8845389,14813456.865549,12057347.3556637,11438991.2241829,11169514.5833511,10669521.9045194,10050213.5302967,9905043.13021516,9180036.83588237,8070213.34666999,6757466.68062422,4400463.20785979,2439668.08860303,4258249.7756596,150.595131024977
"1912",11,29,146879164.24385,1749460.52604596,6951100.50611072,12088291.8084028,14056543.1531508,14652746.0762248,11849558.4795784,11155693.0486108,10897666.059362,10413036.4951316,9810249.08188218,9653297.35889448,8831873.85503692,7736311.48876655,6468901.02997571,4194746.50646384,2320113.03080545,4049575.7394074,146.87916424385
"1913",12,29,146149448.584954,1739390.04660628,6902060.63385674,11940187.9809378,13911499.4881565,14520238.5529046,11723635.2905491,11147799.4595841,10889128.5499383,10402646.5282694,9799002.48816948,9646876.60900909,8865108.5397976,7770247.63782114,6495461.12699408,4129811.96192428,2282473.9803395,3983879.71009572,146.149448584954
"1914",13,29,149839843.763907,1785513.77946194,7081197.06770268,12210670.214498,14163232.523426,14772180.1538252,12010504.8321398,11327257.7037405,11061564.9754905,10567511.476882,9955856.36976516,9807973.131878,9177870.84730442,8073464.93106089,6759798.18106028,4397247.83468877,2436055.48440848,4251944.25657455,149.839843763907
"1915",14,29,150911307.34958,1801235.24839124,7134990.89585544,12223322.5738913,14154772.8917342,14772604.8666606,12061372.962125,11538569.8285231,11265456.735041,10758085.5712769,10130360.8697021,9987447.42621979,9209319.04693443,8096164.3965623,6778310.60503651,4366788.76071193,2415841.80917425,4216662.86174004,150.91130734958
"1916",15,29,148710509.563841,1763843.54067946,6977988.43908096,12055942.3928798,14006619.9737789,14626796.3945532,11891144.738121,11334600.4905202,11067507.8704166,10571124.7500698,9956805.87262326,9811735.80554106,9108381.9065648,8005717.49905641,6700537.7866013,4300294.80244303,2379039.68276494,4152427.61814628,148.710509563841
"1917",16,29,144421284.063804,1716788.21368943,6782880.20540548,11818812.2259378,13799066.3218547,14422274.0992111,11629871.012872,11006965.608916,10752662.243595,10272835.2571065,9677170.9685471,9520038.09397712,8761998.08326216,7671820.88556377,6409212.26008229,4048106.46620128,2233093.02197251,3897689.09561007,144.421284063804
"1918",17,29,147705760.210651,1755770.63692883,6930991.33002289,11982587.9918622,13932866.9512262,14564612.1147099,11837133.0009353,11304724.7861859,11038972.8138674,10542847.0908224,9928450.12950284,9780566.10995607,8995172.87541454,7893566.68118671,6602488.56885361,4215447.10112026,2330994.14747898,4068567.88057671,147.705760210651
"1919",18,29,144687056.88963,1719794.72066573,6780658.82650356,11786935.4267432,13753741.2214452,14381957.0286424,11622076.952255,11036102.1664707,10780240.3425523,10299575.9695719,9701718.08417606,9547604.8541517,8728934.02050437,7645510.46114695,6394227.1694806,4173710.78376779,2307211.58695472,4027057.2745979,144.68705688963
"1920",19,29,147033387.365235,1751536.15492943,6897513.77147284,11943933.468472,13905356.6673244,14543618.7542967,11801775.7973413,11161182.6523639,10900045.1910164,10412525.3026809,9808748.94787072,9657600.97127979,8988312.24276805,7892658.77208269,6603153.8605156,4273277.32569642,2364717.72613696,4127429.75898711,147.033387365235
"1921",20,29,145280055.821084,1733534.09674909,6819847.51936518,11825983.0284137,13791459.7817846,14428607.4629911,11685596.1678271,11087578.6356886,10828836.6492164,10343857.3224403,9742835.24482101,9590106.37203692,8840078.26555716,7748868.71041536,6477380.51899223,4108252.74718961,2268224.66206842,3959008.63552769,145.280055821084
"1922",21,29,141940477.73005,1675998.84391214,6584129.41112691,11602476.5561044,13593178.0917625,14236090.7326428,11456655.5494208,10847871.012476,10595584.2813655,10122819.3415294,9536917.21791938,9380705.00281609,8646300.56218055,7564454.27878581,6313754.93948865,3893490.39727597,2145408.65128055,3744642.85996267,141.94047773005
"1923",22,29,144610425.872503,1712369.09107953,6720626.83502921,11762194.8827485,13737450.7539312,14387893.473517,11638186.0753283,11043999.4206501,10785289.6778729,10303808.5472774,9706324.57513014,9553733.87828512,8756856.95135657,7669601.84701853,6412081.14720568,4139362.61074547,2287679.88840633,3992966.2169209,144.610425872503
"1924",23,29,143386890.5346,1697033.79448726,6652752.03282068,11632968.8312072,13603470.9763908,14257240.2426424,11521042.0513301,10993747.4198218,10737798.373276,10258663.606993,9662059.61613478,9507621.19090435,8612246.61949622,7533328.8345487,6299511.86733902,4139487.76683052,2286685.94471322,3991231.36566434,143.3868905346
"1925",24,29,143193856.554937,1692335.40148585,6626185.04611761,11611417.9866933,13587406.0355657,14239371.6770301,11500927.9048851,10934999.3814861,10680824.9098371,10204172.96022,9612065.87630647,9457060.73585927,8709536.81729779,7629024.10530735,6377148.3561392,4108701.28250264,2266565.45656934,3956112.62163382,143.193856554937
"1926",25,29,143095143.031788,1695971.02315851,6635138.54414719,11617796.5418849,13597910.5579199,14245689.8626885,11500126.2954102,10897250.1677654,10642937.6090737,10169722.8650629,9581499.49092404,9429144.18860583,8654856.04647592,7585437.25351118,6345746.31868183,4167480.29390939,2305086.99960913,4023348.97295895,143.095143031788
"1927",26,29,140355779.256592,1668516.57948744,6519568.1528597,11417723.2288533,13400226.0392809,14053000.2369575,11305786.9456074,10734582.0828899,10487526.8190207,10019956.6614423,9438300.50157319,9278850.42819202,8472462.42445683,7405060.93027396,6185155.81720962,3966268.59845571,2186474.21278089,3816319.59725092,140.355779256592
"1928",27,29,138429055.720565,1653168.05154524,6450405.47399036,11346626.4701029,13338695.1802715,13997028.2733315,11232483.9471201,10551891.1456332,10309080.6196987,9851004.57854532,9281988.0885549,9120260.26554557,8345689.78650926,7284912.26650248,6077493.98123111,3816785.83063517,2102242.33770522,3669299.4236428,138.429055720565
"1929",28,29,141150029.724842,1661676.29796154,6479005.36873619,11438035.1396918,13420753.8459101,14085425.7212541,11355172.8815429,10799813.3320624,10546970.2217724,10077542.0659265,9494270.63865285,9341894.24353077,8543025.60602792,7472879.88935158,6244978.92467938,4050127.52362081,2235888.91504368,3902569.10907698,141.150029724842
"1930",29,29,141852879.054387,1680868.50551095,6544633.56960496,11449464.4869711,13417169.0736289,14094018.499204,11397803.4601819,10871895.7671376,10617214.3018092,10141527.27368,9551984.21272414,9400244.38067023,8649450.27442869,7573185.37444987,6327830.4200155,4032586.20610922,2222974.77106927,3880028.47719134,141.852879054387
"1931",30,29,140185888.405507,1666913.556216,6482395.15183413,11353098.1232338,13322076.7357677,13999042.6403225,11299897.1355407,10742839.4885063,10491442.2272715,10022387.6828283,9440897.13698901,9288074.07322725,8510569.00780961,7446427.51879829,6220400.22930814,3938568.83709231,2171199.7128213,3789659.14793979,140.185888405507
"1932",31,29,140355761.323145,1667212.64845898,6477891.86929689,11330229.8068797,13296450.7694738,13969649.5259493,11282658.4017462,10756932.9951662,10506311.728712,10036451.119925,9453048.19019956,9299248.84483117,8520886.37816761,7457324.87683192,6232227.46195405,4004900.9361275,2208890.42342644,3855445.34599847,140.355761323145
"1933",32,29,138113800.689835,1634711.98256999,6341618.88540716,11270480.038706,13284902.1263969,13963944.9739299,11188849.3599509,10495503.3592884,10252717.1424129,9800179.43816122,9236743.71690433,9075959.37738484,8304161.84327057,7250268.90656045,6055002.85828831,3959378.10709276,2185230.2377431,3814148.3357676,138.113800689835
"1934",33,29,136738376.372281,1619848.17422075,6275672.53300099,11149786.6630402,13145019.3244319,13833029.8497525,11100487.0482541,10522360.8035851,10277914.8866975,9820267.6339198,9251400.14139839,9091025.51558898,8191608.89690575,7135311.01416094,5949824.25277937,3735643.6183132,2054029.07875062,3585146.93748061,136.738376372281
